3/6/22 12:44 AM
Project Statistics

                 	Segments	Words	Characters (without spaces)	Characters (including spaces)	#Files	
Total:           	     423	19476	                      94719	                       134794	   423	
Remaining:       	       2	   22	                         97	                          154	     2	
Unique:          	     423	19476	                      94719	                       134794	   423	
Unique Remaining:	       2	   22	                         97	                          154	     2	


Individual File Statistics:

File Name                           	Total Segments	Remaining Segments	Unique Segments	Unique Remaining Segments	Total Words	Remaining Words	Unique Words	Unique Remaining Words	Total Characters (without spaces)	Remaining Characters (without spaces)	Unique Characters (without spaces)	Unique Remaining Characters (without spaces)	Total Characters (including spaces)	Remaining Characters (including spaces)	Unique Characters (including spaces)	Unique Remaining Characters (including spaces)	
20_متقدم المرحلة الرابعة/510.txt    	             1	                 0	              1	                        0	         56	              0	          56	                     0	                              246	                                    0	                               246	                                           0	                                363	                                      0	                                 363	                                             0	
20_متقدم المرحلة الرابعة/511.txt    	             1	                 0	              1	                        0	         53	              0	          53	                     0	                              277	                                    0	                               277	                                           0	                                389	                                      0	                                 389	                                             0	
20_متقدم المرحلة الرابعة/512.txt    	             1	                 0	              1	                        0	         51	              0	          51	                     0	                              293	                                    0	                               293	                                           0	                                402	                                      0	                                 402	                                             0	
20_متقدم المرحلة الرابعة/513.txt    	             1	                 0	              1	                        0	         60	              0	          60	                     0	                              315	                                    0	                               315	                                           0	                                442	                                      0	                                 442	                                             0	
20_متقدم المرحلة الرابعة/514.txt    	             1	                 0	              1	                        0	         52	              0	          52	                     0	                              286	                                    0	                               286	                                           0	                                396	                                      0	                                 396	                                             0	
20_متقدم المرحلة الرابعة/515.txt    	             1	                 0	              1	                        0	         59	              0	          59	                     0	                              293	                                    0	                               293	                                           0	                                418	                                      0	                                 418	                                             0	
20_متقدم المرحلة الرابعة/516.txt    	             1	                 0	              1	                        0	         48	              0	          48	                     0	                              229	                                    0	                               229	                                           0	                                330	                                      0	                                 330	                                             0	
20_متقدم المرحلة الرابعة/517.txt    	             1	                 0	              1	                        0	         64	              0	          64	                     0	                              296	                                    0	                               296	                                           0	                                431	                                      0	                                 431	                                             0	
20_متقدم المرحلة الرابعة/518.txt    	             1	                 0	              1	                        0	         63	              0	          63	                     0	                              303	                                    0	                               303	                                           0	                                436	                                      0	                                 436	                                             0	
20_متقدم المرحلة الرابعة/519.txt    	             1	                 0	              1	                        0	         62	              0	          62	                     0	                              289	                                    0	                               289	                                           0	                                420	                                      0	                                 420	                                             0	
20_متقدم المرحلة الرابعة/520.txt    	             1	                 0	              1	                        0	         62	              0	          62	                     0	                              306	                                    0	                               306	                                           0	                                437	                                      0	                                 437	                                             0	
20_متقدم المرحلة الرابعة/521.txt    	             1	                 0	              1	                        0	         60	              0	          60	                     0	                              284	                                    0	                               284	                                           0	                                411	                                      0	                                 411	                                             0	
20_متقدم المرحلة الرابعة/522.txt    	             1	                 0	              1	                        0	         61	              0	          61	                     0	                              289	                                    0	                               289	                                           0	                                418	                                      0	                                 418	                                             0	
20_متقدم المرحلة الرابعة/524.txt    	             1	                 0	              1	                        0	         28	              0	          28	                     0	                              117	                                    0	                               117	                                           0	                                169	                                      0	                                 169	                                             0	
21_متقدم المرحلة الخامسة/525.txt    	             1	                 0	              1	                        0	         54	              0	          54	                     0	                              245	                                    0	                               245	                                           0	                                359	                                      0	                                 359	                                             0	
21_متقدم المرحلة الخامسة/526.txt    	             1	                 0	              1	                        0	         64	              0	          64	                     0	                              287	                                    0	                               287	                                           0	                                422	                                      0	                                 422	                                             0	
21_متقدم المرحلة الخامسة/527.txt    	             1	                 0	              1	                        0	         59	              0	          59	                     0	                              280	                                    0	                               280	                                           0	                                404	                                      0	                                 404	                                             0	
21_متقدم المرحلة الخامسة/528.txt    	             1	                 0	              1	                        0	         60	              0	          60	                     0	                              306	                                    0	                               306	                                           0	                                433	                                      0	                                 433	                                             0	
21_متقدم المرحلة الخامسة/529.txt    	             1	                 0	              1	                        0	         56	              0	          56	                     0	                              303	                                    0	                               303	                                           0	                                422	                                      0	                                 422	                                             0	
21_متقدم المرحلة الخامسة/530.txt    	             1	                 0	              1	                        0	         58	              0	          58	                     0	                              280	                                    0	                               280	                                           0	                                403	                                      0	                                 403	                                             0	
21_متقدم المرحلة الخامسة/531.txt    	             1	                 0	              1	                        0	         55	              0	          55	                     0	                              283	                                    0	                               283	                                           0	                                399	                                      0	                                 399	                                             0	
21_متقدم المرحلة الخامسة/532.txt    	             1	                 0	              1	                        0	         54	              0	          54	                     0	                              291	                                    0	                               291	                                           0	                                405	                                      0	                                 405	                                             0	
21_متقدم المرحلة الخامسة/533.txt    	             1	                 0	              1	                        0	         46	              0	          46	                     0	                              297	                                    0	                               297	                                           0	                                395	                                      0	                                 395	                                             0	
21_متقدم المرحلة الخامسة/534.txt    	             1	                 0	              1	                        0	         60	              0	          60	                     0	                              288	                                    0	                               288	                                           0	                                415	                                      0	                                 415	                                             0	
21_متقدم المرحلة الخامسة/535.txt    	             1	                 0	              1	                        0	         58	              0	          58	                     0	                              286	                                    0	                               286	                                           0	                                409	                                      0	                                 409	                                             0	
21_متقدم المرحلة الخامسة/536.txt    	             1	                 0	              1	                        0	         60	              0	          60	                     0	                              257	                                    0	                               257	                                           0	                                383	                                      0	                                 383	                                             0	
21_متقدم المرحلة الخامسة/537.txt    	             1	                 0	              1	                        0	         46	              0	          46	                     0	                              255	                                    0	                               255	                                           0	                                353	                                      0	                                 353	                                             0	
21_متقدم المرحلة الخامسة/538.txt    	             1	                 0	              1	                        0	         53	              0	          53	                     0	                              275	                                    0	                               275	                                           0	                                387	                                      0	                                 387	                                             0	
21_متقدم المرحلة الخامسة/539.txt    	             1	                 0	              1	                        0	         58	              0	          58	                     0	                              289	                                    0	                               289	                                           0	                                411	                                      0	                                 411	                                             0	
21_متقدم المرحلة الخامسة/541.txt    	             1	                 0	              1	                        0	         52	              0	          52	                     0	                              276	                                    0	                               276	                                           0	                                386	                                      0	                                 386	                                             0	
21_متقدم المرحلة الخامسة/542.txt    	             1	                 0	              1	                        0	         49	              0	          49	                     0	                              282	                                    0	                               282	                                           0	                                386	                                      0	                                 386	                                             0	
21_متقدم المرحلة الخامسة/543.txt    	             1	                 0	              1	                        0	         52	              0	          52	                     0	                              305	                                    0	                               305	                                           0	                                416	                                      0	                                 416	                                             0	
21_متقدم المرحلة الخامسة/544.txt    	             1	                 0	              1	                        0	         59	              0	          59	                     0	                              320	                                    0	                               320	                                           0	                                446	                                      0	                                 446	                                             0	
21_متقدم المرحلة الخامسة/545.txt    	             1	                 0	              1	                        0	         55	              0	          55	                     0	                              278	                                    0	                               278	                                           0	                                394	                                      0	                                 394	                                             0	
21_متقدم المرحلة الخامسة/546.txt    	             1	                 0	              1	                        0	         58	              0	          58	                     0	                              264	                                    0	                               264	                                           0	                                386	                                      0	                                 386	                                             0	
21_متقدم المرحلة الخامسة/547.txt    	             1	                 0	              1	                        0	         71	              0	          71	                     0	                              290	                                    0	                               290	                                           0	                                439	                                      0	                                 439	                                             0	
21_متقدم المرحلة الخامسة/548.txt    	             1	                 0	              1	                        0	         41	              0	          41	                     0	                              244	                                    0	                               244	                                           0	                                331	                                      0	                                 331	                                             0	
21_متقدم المرحلة الخامسة/549.txt    	             1	                 0	              1	                        0	         58	              0	          58	                     0	                              317	                                    0	                               317	                                           0	                                440	                                      0	                                 440	                                             0	
21_متقدم المرحلة الخامسة/550.txt    	             1	                 0	              1	                        0	         47	              0	          47	                     0	                              273	                                    0	                               273	                                           0	                                373	                                      0	                                 373	                                             0	
21_متقدم المرحلة الخامسة/551.txt    	             1	                 0	              1	                        0	         61	              0	          61	                     0	                              281	                                    0	                               281	                                           0	                                410	                                      0	                                 410	                                             0	
21_متقدم المرحلة الخامسة/552.txt    	             1	                 0	              1	                        0	         60	              0	          60	                     0	                              298	                                    0	                               298	                                           0	                                425	                                      0	                                 425	                                             0	
21_متقدم المرحلة الخامسة/553.txt    	             1	                 0	              1	                        0	         56	              0	          56	                     0	                              297	                                    0	                               297	                                           0	                                416	                                      0	                                 416	                                             0	
21_متقدم المرحلة الخامسة/554.txt    	             1	                 0	              1	                        0	         50	              0	          50	                     0	                              297	                                    0	                               297	                                           0	                                404	                                      0	                                 404	                                             0	
21_متقدم المرحلة الخامسة/555.txt    	             1	                 0	              1	                        0	         61	              0	          61	                     0	                              283	                                    0	                               283	                                           0	                                412	                                      0	                                 412	                                             0	
21_متقدم المرحلة الخامسة/557.txt    	             1	                 0	              1	                        0	         28	              0	          28	                     0	                              143	                                    0	                               143	                                           0	                                196	                                      0	                                 196	                                             0	
22_متقدم المرحلة السادسة/558.txt    	             1	                 0	              1	                        0	         58	              0	          58	                     0	                              283	                                    0	                               283	                                           0	                                406	                                      0	                                 406	                                             0	
22_متقدم المرحلة السادسة/559.txt    	             1	                 0	              1	                        0	         57	              0	          57	                     0	                              274	                                    0	                               274	                                           0	                                394	                                      0	                                 394	                                             0	
22_متقدم المرحلة السادسة/560.txt    	             1	                 0	              1	                        0	         58	              0	          58	                     0	                              272	                                    0	                               272	                                           0	                                394	                                      0	                                 394	                                             0	
22_متقدم المرحلة السادسة/561.txt    	             1	                 0	              1	                        0	         54	              0	          54	                     0	                              284	                                    0	                               284	                                           0	                                398	                                      0	                                 398	                                             0	
22_متقدم المرحلة السادسة/562.txt    	             1	                 0	              1	                        0	         59	              0	          59	                     0	                              298	                                    0	                               298	                                           0	                                423	                                      0	                                 423	                                             0	
22_متقدم المرحلة السادسة/563.txt    	             1	                 0	              1	                        0	         51	              0	          51	                     0	                              279	                                    0	                               279	                                           0	                                387	                                      0	                                 387	                                             0	
22_متقدم المرحلة السادسة/564.txt    	             1	                 0	              1	                        0	         64	              0	          64	                     0	                              304	                                    0	                               304	                                           0	                                439	                                      0	                                 439	                                             0	
22_متقدم المرحلة السادسة/565.txt    	             1	                 0	              1	                        0	         51	              0	          51	                     0	                              249	                                    0	                               249	                                           0	                                357	                                      0	                                 357	                                             0	
22_متقدم المرحلة السادسة/566.txt    	             1	                 0	              1	                        0	         66	              0	          66	                     0	                              281	                                    0	                               281	                                           0	                                420	                                      0	                                 420	                                             0	
22_متقدم المرحلة السادسة/567.txt    	             1	                 0	              1	                        0	         58	              0	          58	                     0	                              282	                                    0	                               282	                                           0	                                405	                                      0	                                 405	                                             0	
22_متقدم المرحلة السادسة/568.txt    	             1	                 0	              1	                        0	         63	              0	          63	                     0	                              291	                                    0	                               291	                                           0	                                424	                                      0	                                 424	                                             0	
22_متقدم المرحلة السادسة/569.txt    	             1	                 0	              1	                        0	         58	              0	          58	                     0	                              278	                                    0	                               278	                                           0	                                400	                                      0	                                 400	                                             0	
22_متقدم المرحلة السادسة/570.txt    	             1	                 0	              1	                        0	         61	              0	          61	                     0	                              276	                                    0	                               276	                                           0	                                404	                                      0	                                 404	                                             0	
22_متقدم المرحلة السادسة/571.txt    	             1	                 0	              1	                        0	         41	              0	          41	                     0	                              204	                                    0	                               204	                                           0	                                290	                                      0	                                 290	                                             0	
22_متقدم المرحلة السادسة/572.txt    	             1	                 0	              1	                        0	         57	              0	          57	                     0	                              293	                                    0	                               293	                                           0	                                414	                                      0	                                 414	                                             0	
22_متقدم المرحلة السادسة/574.txt    	             1	                 0	              1	                        0	         64	              0	          64	                     0	                              288	                                    0	                               288	                                           0	                                423	                                      0	                                 423	                                             0	
22_متقدم المرحلة السادسة/575.txt    	             1	                 0	              1	                        0	         64	              0	          64	                     0	                              263	                                    0	                               263	                                           0	                                397	                                      0	                                 397	                                             0	
22_متقدم المرحلة السادسة/576.txt    	             1	                 0	              1	                        0	         56	              0	          56	                     0	                              263	                                    0	                               263	                                           0	                                381	                                      0	                                 381	                                             0	
22_متقدم المرحلة السادسة/577.txt    	             1	                 0	              1	                        0	         58	              0	          58	                     0	                              279	                                    0	                               279	                                           0	                                401	                                      0	                                 401	                                             0	
22_متقدم المرحلة السادسة/578.txt    	             1	                 0	              1	                        0	         63	              0	          63	                     0	                              284	                                    0	                               284	                                           0	                                417	                                      0	                                 417	                                             0	
22_متقدم المرحلة السادسة/579.txt    	             1	                 0	              1	                        0	         60	              0	          60	                     0	                              284	                                    0	                               284	                                           0	                                411	                                      0	                                 411	                                             0	
22_متقدم المرحلة السادسة/580.txt    	             1	                 0	              1	                        0	         50	              0	          50	                     0	                              294	                                    0	                               294	                                           0	                                401	                                      0	                                 401	                                             0	
22_متقدم المرحلة السادسة/581.txt    	             1	                 0	              1	                        0	         64	              0	          64	                     0	                              292	                                    0	                               292	                                           0	                                427	                                      0	                                 427	                                             0	
22_متقدم المرحلة السادسة/582.txt    	             1	                 0	              1	                        0	         60	              0	          60	                     0	                              275	                                    0	                               275	                                           0	                                401	                                      0	                                 401	                                             0	
22_متقدم المرحلة السادسة/583.txt    	             1	                 0	              1	                        0	         50	              0	          50	                     0	                              271	                                    0	                               271	                                           0	                                377	                                      0	                                 377	                                             0	
22_متقدم المرحلة السادسة/584.txt    	             1	                 0	              1	                        0	         55	              0	          55	                     0	                              273	                                    0	                               273	                                           0	                                389	                                      0	                                 389	                                             0	
22_متقدم المرحلة السادسة/585.txt    	             1	                 0	              1	                        0	         55	              0	          55	                     0	                              303	                                    0	                               303	                                           0	                                420	                                      0	                                 420	                                             0	
22_متقدم المرحلة السادسة/586.txt    	             1	                 0	              1	                        0	         55	              0	          55	                     0	                              302	                                    0	                               302	                                           0	                                419	                                      0	                                 419	                                             0	
22_متقدم المرحلة السادسة/587.txt    	             1	                 0	              1	                        0	         54	              0	          54	                     0	                              308	                                    0	                               308	                                           0	                                423	                                      0	                                 423	                                             0	
22_متقدم المرحلة السادسة/588.txt    	             1	                 0	              1	                        0	         52	              0	          52	                     0	                              281	                                    0	                               281	                                           0	                                391	                                      0	                                 391	                                             0	
22_متقدم المرحلة السادسة/590.txt    	             1	                 0	              1	                        0	         28	              0	          28	                     0	                              129	                                    0	                               129	                                           0	                                182	                                      0	                                 182	                                             0	
23_متقدم المرحلة السابعة/591.txt    	             1	                 0	              1	                        0	         56	              0	          56	                     0	                              288	                                    0	                               288	                                           0	                                407	                                      0	                                 407	                                             0	
23_متقدم المرحلة السابعة/592.txt    	             1	                 0	              1	                        0	         56	              0	          56	                     0	                              303	                                    0	                               303	                                           0	                                422	                                      0	                                 422	                                             0	
23_متقدم المرحلة السابعة/593.txt    	             1	                 0	              1	                        0	         62	              0	          62	                     0	                              266	                                    0	                               266	                                           0	                                396	                                      0	                                 396	                                             0	
23_متقدم المرحلة السابعة/594.txt    	             1	                 0	              1	                        0	         58	              0	          58	                     0	                              301	                                    0	                               301	                                           0	                                424	                                      0	                                 424	                                             0	
23_متقدم المرحلة السابعة/595.txt    	             1	                 0	              1	                        0	         59	              0	          59	                     0	                              287	                                    0	                               287	                                           0	                                411	                                      0	                                 411	                                             0	
23_متقدم المرحلة السابعة/596.txt    	             1	                 0	              1	                        0	         66	              0	          66	                     0	                              299	                                    0	                               299	                                           0	                                438	                                      0	                                 438	                                             0	
23_متقدم المرحلة السابعة/597.txt    	             1	                 0	              1	                        0	         54	              0	          54	                     0	                              297	                                    0	                               297	                                           0	                                412	                                      0	                                 412	                                             0	
23_متقدم المرحلة السابعة/598.txt    	             1	                 0	              1	                        0	         57	              0	          57	                     0	                              307	                                    0	                               307	                                           0	                                428	                                      0	                                 428	                                             0	
23_متقدم المرحلة السابعة/599.txt    	             1	                 0	              1	                        0	         61	              0	          61	                     0	                              274	                                    0	                               274	                                           0	                                402	                                      0	                                 402	                                             0	
23_متقدم المرحلة السابعة/600.txt    	             1	                 0	              1	                        0	         52	              0	          52	                     0	                              285	                                    0	                               285	                                           0	                                398	                                      0	                                 398	                                             0	
23_متقدم المرحلة السابعة/601.txt    	             1	                 0	              1	                        0	         64	              0	          64	                     0	                              300	                                    0	                               300	                                           0	                                435	                                      0	                                 435	                                             0	
23_متقدم المرحلة السابعة/602.txt    	             1	                 0	              1	                        0	         62	              0	          62	                     0	                              312	                                    0	                               312	                                           0	                                443	                                      0	                                 443	                                             0	
23_متقدم المرحلة السابعة/603.txt    	             1	                 0	              1	                        0	         72	              0	          72	                     0	                              335	                                    0	                               335	                                           0	                                486	                                      0	                                 486	                                             0	
