3/6/22 12:44 AM
Project Statistics

                 	Segments	Words	Characters (without spaces)	Characters (including spaces)	#Files	
Total:           	     423	19476	                      94719	                       134794	   423	
Remaining:       	       2	   22	                         97	                          154	     2	
Unique:          	     423	19476	                      94719	                       134794	   423	
Unique Remaining:	       2	   22	                         97	                          154	     2	


Individual File Statistics:

File Name                           	Total Segments	Remaining Segments	Unique Segments	Unique Remaining Segments	Total Words	Remaining Words	Unique Words	Unique Remaining Words	Total Characters (without spaces)	Remaining Characters (without spaces)	Unique Characters (without spaces)	Unique Remaining Characters (without spaces)	Total Characters (including spaces)	Remaining Characters (including spaces)	Unique Characters (including spaces)	Unique Remaining Characters (including spaces)	
15_متقدم الجزء الاول/359.txt        	             1	                 0	              1	                        0	         50	              0	          50	                     0	                              199	                                    0	                               199	                                           0	                                291	                                      0	                                 291	                                             0	
15_متقدم الجزء الاول/360.txt        	             1	                 0	              1	                        0	         41	              0	          41	                     0	                              206	                                    0	                               206	                                           0	                                288	                                      0	                                 288	                                             0	
15_متقدم الجزء الاول/361.txt        	             1	                 0	              1	                        0	         57	              0	          57	                     0	                              260	                                    0	                               260	                                           0	                                382	                                      0	                                 382	                                             0	
15_متقدم الجزء الاول/363.txt        	             1	                 0	              1	                        0	         55	              0	          55	                     0	                              257	                                    0	                               257	                                           0	                                373	                                      0	                                 373	                                             0	
15_متقدم الجزء الاول/364.txt        	             1	                 0	              1	                        0	         56	              0	          56	                     0	                              259	                                    0	                               259	                                           0	                                377	                                      0	                                 377	                                             0	
15_متقدم الجزء الاول/365.txt        	             1	                 0	              1	                        0	         47	              0	          47	                     0	                              256	                                    0	                               256	                                           0	                                355	                                      0	                                 355	                                             0	
15_متقدم الجزء الاول/366.txt        	             1	                 0	              1	                        0	         45	              0	          45	                     0	                              265	                                    0	                               265	                                           0	                                361	                                      0	                                 361	                                             0	
15_متقدم الجزء الاول/368.txt        	             1	                 0	              1	                        0	         43	              0	          43	                     0	                              273	                                    0	                               273	                                           0	                                365	                                      0	                                 365	                                             0	
15_متقدم الجزء الاول/369.txt        	             1	                 0	              1	                        0	         60	              0	          60	                     0	                              263	                                    0	                               263	                                           0	                                389	                                      0	                                 389	                                             0	
15_متقدم الجزء الاول/370.txt        	             1	                 0	              1	                        0	         63	              0	          63	                     0	                              290	                                    0	                               290	                                           0	                                423	                                      0	                                 423	                                             0	
15_متقدم الجزء الاول/371.txt        	             1	                 0	              1	                        0	         53	              0	          53	                     0	                              262	                                    0	                               262	                                           0	                                374	                                      0	                                 374	                                             0	
15_متقدم الجزء الاول/373.txt        	             1	                 0	              1	                        0	         48	              0	          48	                     0	                              281	                                    0	                               281	                                           0	                                383	                                      0	                                 383	                                             0	
15_متقدم الجزء الاول/374.txt        	             1	                 0	              1	                        0	         51	              0	          51	                     0	                              266	                                    0	                               266	                                           0	                                378	                                      0	                                 378	                                             0	
15_متقدم الجزء الاول/375.txt        	             1	                 0	              1	                        0	         59	              0	          59	                     0	                              266	                                    0	                               266	                                           0	                                390	                                      0	                                 390	                                             0	
15_متقدم الجزء الاول/376.txt        	             1	                 0	              1	                        0	         59	              0	          59	                     0	                              260	                                    0	                               260	                                           0	                                382	                                      0	                                 382	                                             0	
15_متقدم الجزء الاول/378.txt        	             1	                 0	              1	                        0	         60	              0	          60	                     0	                              276	                                    0	                               276	                                           0	                                402	                                      0	                                 402	                                             0	
15_متقدم الجزء الاول/379.txt        	             1	                 0	              1	                        0	         60	              0	          60	                     0	                              246	                                    0	                               246	                                           0	                                371	                                      0	                                 371	                                             0	
15_متقدم الجزء الاول/380.txt        	             1	                 0	              1	                        0	         59	              0	          59	                     0	                              293	                                    0	                               293	                                           0	                                418	                                      0	                                 418	                                             0	
15_متقدم الجزء الاول/381.txt        	             1	                 0	              1	                        0	         47	              0	          47	                     0	                              229	                                    0	                               229	                                           0	                                328	                                      0	                                 328	                                             0	
15_متقدم الجزء الاول/383.txt        	             1	                 0	              1	                        0	         63	              0	          63	                     0	                              281	                                    0	                               281	                                           0	                                413	                                      0	                                 413	                                             0	
15_متقدم الجزء الاول/384.txt        	             1	                 0	              1	                        0	         53	              0	          53	                     0	                              290	                                    0	                               290	                                           0	                                403	                                      0	                                 403	                                             0	
15_متقدم الجزء الاول/385.txt        	             1	                 0	              1	                        0	         51	              0	          51	                     0	                              295	                                    0	                               295	                                           0	                                404	                                      0	                                 404	                                             0	
15_متقدم الجزء الاول/386.txt        	             1	                 0	              1	                        0	         56	              0	          56	                     0	                              297	                                    0	                               297	                                           0	                                416	                                      0	                                 416	                                             0	
15_متقدم الجزء الاول/388.txt        	             1	                 0	              1	                        0	         28	              0	          28	                     0	                              130	                                    0	                               130	                                           0	                                182	                                      0	                                 182	                                             0	
16_رموز اكثر/390.txt                	             1	                 0	              1	                        0	         12	              0	          12	                     0	                               24	                                    0	                                24	                                           0	                                 34	                                      0	                                  34	                                             0	
16_رموز اكثر/391.txt                	             1	                 0	              1	                        0	          8	              0	           8	                     0	                               45	                                    0	                                45	                                           0	                                 60	                                      0	                                  60	                                             0	
16_رموز اكثر/393.txt                	             1	                 0	              1	                        0	          6	              0	           6	                     0	                               24	                                    0	                                24	                                           0	                                 34	                                      0	                                  34	                                             0	
16_رموز اكثر/394.txt                	             1	                 0	              1	                        0	          9	              0	           9	                     0	                               45	                                    0	                                45	                                           0	                                 62	                                      0	                                  62	                                             0	
16_رموز اكثر/396.txt                	             1	                 0	              1	                        0	          7	              0	           7	                     0	                               24	                                    0	                                24	                                           0	                                 34	                                      0	                                  34	                                             0	
16_رموز اكثر/397.txt                	             1	                 0	              1	                        0	         10	              0	          10	                     0	                               53	                                    0	                                53	                                           0	                                 72	                                      0	                                  72	                                             0	
16_رموز اكثر/399.txt                	             1	                 0	              1	                        0	          8	              0	           8	                     0	                               24	                                    0	                                24	                                           0	                                 34	                                      0	                                  34	                                             0	
16_رموز اكثر/400.txt                	             1	                 0	              1	                        0	          9	              0	           9	                     0	                               50	                                    0	                                50	                                           0	                                 71	                                      0	                                  71	                                             0	
16_رموز اكثر/402.txt                	             1	                 0	              1	                        0	          7	              0	           7	                     0	                               13	                                    0	                                13	                                           0	                                 25	                                      0	                                  25	                                             0	
16_رموز اكثر/403.txt                	             1	                 0	              1	                        0	         10	              0	          10	                     0	                               50	                                    0	                                50	                                           0	                                 69	                                      0	                                  69	                                             0	
16_رموز اكثر/405.txt                	             1	                 0	              1	                        0	         11	              0	          11	                     0	                               24	                                    0	                                24	                                           0	                                 34	                                      0	                                  34	                                             0	
16_رموز اكثر/406.txt                	             1	                 0	              1	                        0	         11	              0	          11	                     0	                               64	                                    0	                                64	                                           0	                                 85	                                      0	                                  85	                                             0	
16_رموز اكثر/408.txt                	             1	                 0	              1	                        0	         12	              0	          12	                     0	                               24	                                    0	                                24	                                           0	                                 34	                                      0	                                  34	                                             0	
16_رموز اكثر/409.txt                	             1	                 0	              1	                        0	         12	              0	          12	                     0	                               64	                                    0	                                64	                                           0	                                 79	                                      0	                                  79	                                             0	
16_رموز اكثر/411.txt                	             1	                 0	              1	                        0	         12	              0	          12	                     0	                               60	                                    0	                                60	                                           0	                                 70	                                      0	                                  70	                                             0	
16_رموز اكثر/412.txt                	             1	                 0	              1	                        0	         16	              0	          16	                     0	                               87	                                    0	                                87	                                           0	                                111	                                      0	                                 111	                                             0	
16_رموز اكثر/414.txt                	             1	                 0	              1	                        0	          0	              0	           0	                     0	                               30	                                    0	                                30	                                           0	                                 43	                                      0	                                  43	                                             0	
16_رموز اكثر/415.txt                	             1	                 1	              1	                        1	          0	              0	           0	                     0	                               41	                                   41	                                41	                                          41	                                 54	                                     54	                                  54	                                            54	
16_رموز اكثر/416.txt                	             1	                 0	              1	                        0	         15	              0	          15	                     0	                               81	                                    0	                                81	                                           0	                                111	                                      0	                                 111	                                             0	
16_رموز اكثر/417.txt                	             1	                 0	              1	                        0	         13	              0	          13	                     0	                               85	                                    0	                                85	                                           0	                                111	                                      0	                                 111	                                             0	
16_رموز اكثر/418.txt                	             1	                 0	              1	                        0	         17	              0	          17	                     0	                               86	                                    0	                                86	                                           0	                                118	                                      0	                                 118	                                             0	
17_كلمات مخادعة الجزء الثاني/419.txt	             1	                 0	              1	                        0	         49	              0	          49	                     0	                              270	                                    0	                               270	                                           0	                                365	                                      0	                                 365	                                             0	
17_كلمات مخادعة الجزء الثاني/420.txt	             1	                 0	              1	                        0	         41	              0	          41	                     0	                              249	                                    0	                               249	                                           0	                                329	                                      0	                                 329	                                             0	
17_كلمات مخادعة الجزء الثاني/421.txt	             1	                 0	              1	                        0	         37	              0	          37	                     0	                              246	                                    0	                               246	                                           0	                                317	                                      0	                                 317	                                             0	
17_كلمات مخادعة الجزء الثاني/422.txt	             1	                 0	              1	                        0	         39	              0	          39	                     0	                              195	                                    0	                               195	                                           0	                                269	                                      0	                                 269	                                             0	
17_كلمات مخادعة الجزء الثاني/423.txt	             1	                 0	              1	                        0	         35	              0	          35	                     0	                              245	                                    0	                               245	                                           0	                                313	                                      0	                                 313	                                             0	
17_كلمات مخادعة الجزء الثاني/424.txt	             1	                 0	              1	                        0	         42	              0	          42	                     0	                              270	                                    0	                               270	                                           0	                                353	                                      0	                                 353	                                             0	
17_كلمات مخادعة الجزء الثاني/425.txt	             1	                 0	              1	                        0	         43	              0	          43	                     0	                              278	                                    0	                               278	                                           0	                                362	                                      0	                                 362	                                             0	
17_كلمات مخادعة الجزء الثاني/426.txt	             1	                 0	              1	                        0	         39	              0	          39	                     0	                              246	                                    0	                               246	                                           0	                                321	                                      0	                                 321	                                             0	
17_كلمات مخادعة الجزء الثاني/427.txt	             1	                 0	              1	                        0	         40	              0	          40	                     0	                              171	                                    0	                               171	                                           0	                                246	                                      0	                                 246	                                             0	
17_كلمات مخادعة الجزء الثاني/428.txt	             1	                 0	              1	                        0	         41	              0	          41	                     0	                              223	                                    0	                               223	                                           0	                                302	                                      0	                                 302	                                             0	
17_كلمات مخادعة الجزء الثاني/429.txt	             1	                 0	              1	                        0	         28	              0	          28	                     0	                              142	                                    0	                               142	                                           0	                                196	                                      0	                                 196	                                             0	
18_ متقدم الجزء الثالث/430.txt      	             1	                 0	              1	                        0	         51	              0	          51	                     0	                              273	                                    0	                               273	                                           0	                                381	                                      0	                                 381	                                             0	
18_ متقدم الجزء الثالث/431.txt      	             1	                 0	              1	                        0	         55	              0	          55	                     0	                              260	                                    0	                               260	                                           0	                                374	                                      0	                                 374	                                             0	
18_ متقدم الجزء الثالث/432.txt      	             1	                 0	              1	                        0	         56	              0	          56	                     0	                              276	                                    0	                               276	                                           0	                                394	                                      0	                                 394	                                             0	
18_ متقدم الجزء الثالث/433.txt      	             1	                 0	              1	                        0	         54	              0	          54	                     0	                              265	                                    0	                               265	                                           0	                                379	                                      0	                                 379	                                             0	
18_ متقدم الجزء الثالث/435.txt      	             1	                 0	              1	                        0	         56	              0	          56	                     0	                              280	                                    0	                               280	                                           0	                                398	                                      0	                                 398	                                             0	
18_ متقدم الجزء الثالث/436.txt      	             1	                 0	              1	                        0	         58	              0	          58	                     0	                              287	                                    0	                               287	                                           0	                                410	                                      0	                                 410	                                             0	
18_ متقدم الجزء الثالث/437.txt      	             1	                 0	              1	                        0	         60	              0	          60	                     0	                              294	                                    0	                               294	                                           0	                                421	                                      0	                                 421	                                             0	
18_ متقدم الجزء الثالث/440.txt      	             1	                 0	              1	                        0	         43	              0	          43	                     0	                              221	                                    0	                               221	                                           0	                                311	                                      0	                                 311	                                             0	
18_ متقدم الجزء الثالث/441.txt      	             1	                 0	              1	                        0	         61	              0	          61	                     0	                              278	                                    0	                               278	                                           0	                                406	                                      0	                                 406	                                             0	
18_ متقدم الجزء الثالث/442.txt      	             1	                 0	              1	                        0	         60	              0	          60	                     0	                              284	                                    0	                               284	                                           0	                                411	                                      0	                                 411	                                             0	
18_ متقدم الجزء الثالث/443.txt      	             1	                 0	              1	                        0	         60	              0	          60	                     0	                              302	                                    0	                               302	                                           0	                                429	                                      0	                                 429	                                             0	
18_ متقدم الجزء الثالث/445.txt      	             1	                 0	              1	                        0	         58	              0	          58	                     0	                              284	                                    0	                               284	                                           0	                                406	                                      0	                                 406	                                             0	
18_ متقدم الجزء الثالث/446.txt      	             1	                 0	              1	                        0	         60	              0	          60	                     0	                              292	                                    0	                               292	                                           0	                                419	                                      0	                                 419	                                             0	
18_ متقدم الجزء الثالث/447.txt      	             1	                 0	              1	                        0	         60	              0	          60	                     0	                              281	                                    0	                               281	                                           0	                                408	                                      0	                                 408	                                             0	
18_ متقدم الجزء الثالث/448.txt      	             1	                 0	              1	                        0	         60	              0	          60	                     0	                              282	                                    0	                               282	                                           0	                                409	                                      0	                                 409	                                             0	
18_ متقدم الجزء الثالث/450.txt      	             1	                 0	              1	                        0	         58	              0	          58	                     0	                              306	                                    0	                               306	                                           0	                                429	                                      0	                                 429	                                             0	
18_ متقدم الجزء الثالث/451.txt      	             1	                 0	              1	                        0	         54	              0	          54	                     0	                              262	                                    0	                               262	                                           0	                                376	                                      0	                                 376	                                             0	
18_ متقدم الجزء الثالث/452.txt      	             1	                 0	              1	                        0	         62	              0	          62	                     0	                              294	                                    0	                               294	                                           0	                                425	                                      0	                                 425	                                             0	
18_ متقدم الجزء الثالث/453.txt      	             1	                 0	              1	                        0	         58	              0	          58	                     0	                              287	                                    0	                               287	                                           0	                                409	                                      0	                                 409	                                             0	
18_ متقدم الجزء الثالث/455.txt      	             1	                 0	              1	                        0	         69	              0	          69	                     0	                              315	                                    0	                               315	                                           0	                                461	                                      0	                                 461	                                             0	
18_ متقدم الجزء الثالث/456.txt      	             1	                 0	              1	                        0	         66	              0	          66	                     0	                              323	                                    0	                               323	                                           0	                                463	                                      0	                                 463	                                             0	
18_ متقدم الجزء الثالث/457.txt      	             1	                 0	              1	                        0	         53	              0	          53	                     0	                              269	                                    0	                               269	                                           0	                                381	                                      0	                                 381	                                             0	
18_ متقدم الجزء الثالث/458.txt      	             1	                 0	              1	                        0	         52	              0	          52	                     0	                              255	                                    0	                               255	                                           0	                                365	                                      0	                                 365	                                             0	
18_ متقدم الجزء الثالث/460.txt      	             1	                 0	              1	                        0	         28	              0	          28	                     0	                              136	                                    0	                               136	                                           0	                                189	                                      0	                                 189	                                             0	
19_متقدم الجزء الثاني/461.txt       	             1	                 0	              1	                        0	         56	              0	          56	                     0	                              293	                                    0	                               293	                                           0	                                412	                                      0	                                 412	                                             0	
19_متقدم الجزء الثاني/462.txt       	             1	                 0	              1	                        0	         60	              0	          60	                     0	                              284	                                    0	                               284	                                           0	                                411	                                      0	                                 411	                                             0	
19_متقدم الجزء الثاني/463.txt       	             1	                 0	              1	                        0	         58	              0	          58	                     0	                              299	                                    0	                               299	                                           0	                                422	                                      0	                                 422	                                             0	
19_متقدم الجزء الثاني/464.txt       	             1	                 0	              1	                        0	         58	              0	          58	                     0	                              293	                                    0	                               293	                                           0	                                416	                                      0	                                 416	                                             0	
19_متقدم الجزء الثاني/466.txt       	             1	                 0	              1	                        0	         57	              0	          57	                     0	                              290	                                    0	                               290	                                           0	                                410	                                      0	                                 410	                                             0	
19_متقدم الجزء الثاني/467.txt       	             1	                 0	              1	                        0	         61	              0	          61	                     0	                              266	                                    0	                               266	                                           0	                                394	                                      0	                                 394	                                             0	
19_متقدم الجزء الثاني/468.txt       	             1	                 0	              1	                        0	         58	              0	          58	                     0	                              270	                                    0	                               270	                                           0	                                392	                                      0	                                 392	                                             0	
19_متقدم الجزء الثاني/469.txt       	             1	                 0	              1	                        0	         65	              0	          65	                     0	                              278	                                    0	                               278	                                           0	                                415	                                      0	                                 415	                                             0	
19_متقدم الجزء الثاني/471.txt       	             1	                 0	              1	                        0	         45	              0	          45	                     0	                              221	                                    0	                               221	                                           0	                                315	                                      0	                                 315	                                             0	
19_متقدم الجزء الثاني/472.txt       	             1	                 0	              1	                        0	         61	              0	          61	                     0	                              283	                                    0	                               283	                                           0	                                412	                                      0	                                 412	                                             0	
